Topic,Count,Name,Representation,Representative_Docs
185,12,185_bonne qualité_très bonne qualités_produits bonne qualité_produits bonne,"['bonne qualité', 'très bonne qualités', 'produits bonne qualité', 'produits bonne', 'bonne', 'bonne qualités', 'très bonne', 'qualités', 'bonne qualité bonne', 'qualité bonne qualité', 'qualité bonne', 'qualité très', 'bonne qualité très', 'beaux produits bonne', 'beau qualités matières']","['très bons produits bonne qualité de tissu et de sérigraphies', 'produits très bonne qualités et les services egalements', 'livraison rapide maillots conformes et de très bonne qualités']"
186,12,186_conforme attente_article conforme attente_attente_correspond attente,"['conforme attente', 'article conforme attente', 'attente', 'correspond attente', 'article conforme', 'conforme', 'attente bon article', 'attente beau produit', 'attente très beau', 'attente aucun problème', 'attente beau', 'article conforme désirs', 'choix produit', 'choix produit répond', 'bon article conforme']","['très bon produit conforme à mon attente marco', 'aucun problème article conforme à mon attente', 'article conforme à mon attente']"
187,12,187_respectés délais_respectés_respectés délais livraison_délais livraison respectés,"['respectés délais', 'respectés', 'respectés délais livraison', 'délais livraison respectés', 'livraison respectés', 'livraison respectés délais', 'délais', 'délais respectés délais', 'délais livraison', 'délais respectés', 'délais annoncés tenus', 'délais délais', 'respectés confirment', 'livraison respectés respect', 'délais jamais respectés']","['délais de livraison respectés .', ', délais de livraison respectés .', 'délais de livraison respectés']"
188,12,188_comme habitude_habitude_rien dire parfait_dire parfait,"['comme habitude', 'habitude', 'rien dire parfait', 'dire parfait', 'parfait rien', 'parfait', 'rien dire', 'expédition parfaite comme', 'expérience expédition', 'expédition parfaite', 'dernier comme habitude', 'dire parfait très', 'bref très bonne', 'bonne expérience expédition', 'dernier comme']","[""comme d'habitude très très satisfaite ."", ""expédition parfaite comme d'habitude ."", ""rien à redire , produit testé l'an dernier .""]"
189,12,189_aime bien reçu_achat jusqu maintenant_articles identique_articles identique belle,"['aime bien reçu', 'achat jusqu maintenant', 'articles identique', 'articles identique belle', 'aperçois heure marchandise', 'aperçois heure', 'regrette achat jusqu', 'identique belle surprise', 'super mieux imaginé', 'super mieux', 'belle articles', 'bien reçu état', 'belle surprise aime', 'belle articles identique', 'heure marchandise super']","['contente mais un peu déçue de n ’', 'jusqu ’ à maintenant pas déçue', 'marchandise super même mieux qu ’ imaginé .']"
190,12,190_elles_attendais plus_imaginais_reprendre,"['elles', 'attendais plus', 'imaginais', 'reprendre', 'peu', 'apprécie particulièrement', 'vues finitions catastrophiques', 'ça bottes', 'alors elles devaient', 'apprécie particulièrement coupe', 'attendais plus soin', 'être cintrées', 'ça bottes comme', 'si elles paraissaient', 'super coupes']","[""j'ai commandé 2 paires de bottines mais j'en renvoi une car sur la photo elles me plaisaient car elles étaient serrées à la cheville mais quand je les ai reçu ce n'était pas du tout ça ."", ""bonjour , malheureusement je ne suis pas satisfaite de ma commande reçue , le trench taille 40 est trop grand , les baskets bien que jolies sont trop imposantes , je m'attendais à des chaussures plus fines ."", ""les robes ne tombent pas très bien .. elle sont larges et sans forme alors qu'elles se devaient d'être cintrées conformément aux photos .. donc un peu déçue car je vais devoir les reprendre .""]"
191,11,191_continuez_équipes merci_toutes équipes merci_toutes équipes,"['continuez', 'équipes merci', 'toutes équipes merci', 'toutes équipes', 'continuez comme', 'merci', 'continuation', 'bonne continuation', 'équipes', 'merci beaucoup', 'continuation parfait', 'beaucoup bonne continuation', 'bonne continuation parfait', 'bonne continuation merci', 'bonne année tous']","['continuez comme ça tout est ok', 'ras continuez comme ca merci', 'bonjour monsieur merci beaucoup et bonne continuation']"
192,11,192_prévu_plus tôt_tôt_plus tôt prévu,"['prévu', 'plus tôt', 'tôt', 'plus tôt prévu', 'tôt prévu', 'livré plus tôt', 'plus rapide', 'arrivée plus', 'livré plus', 'arrivée plus tard', 'plis rapidement', 'arrivé plis', 'annoncée livré plus', 'prévu arrivé plis', 'prévu général livraison']","['livrée plus tôt que prévu', 'livré plus tôt que prévu en général', 'et livré plus tôt que prévu']"
193,11,193_conforme commande_conforme commande produit_commande produit conforme_livraison conforme commande,"['conforme commande', 'conforme commande produit', 'commande produit conforme', 'livraison conforme commande', 'livraison conforme', 'commande produit', 'conforme', 'commande livraison conforme', 'conforme commande livraison', 'produit conforme commande', 'produit conforme', 'commande ras produits', 'commande colis conforme', 'commande parfait conforme', 'conforment commande non']","['livraison conforme à la commande ras', 'livraison conforme à la commande', 'livraison conforme à la commande']"
194,11,194_aucun respect_respect_aucun respect client_client aucun,"['aucun respect', 'respect', 'aucun respect client', 'client aucun', 'respect client', 'client aucun respect', 'clients aucun respect', 'clients aucun', 'aucun', 'client aucun professionnalisme', 'client aucune considération', 'aide clients', 'aide clients aucun', 'aucune souplesse', 'aucune considération aucune']","['aucun respect du client .', 'aucun respect du client !', '- aucun respect pour le client .']"
195,11,195_cadeau_cadeau fête pères_cadeau noël cadeau_noël cadeau,"['cadeau', 'cadeau fête pères', 'cadeau noël cadeau', 'noël cadeau', 'cadeau fête', 'fête pères', 'pères', 'dernier achat', 'fête', 'cadeau noël', 'cadeau faire cadeau', 'cadeau dernier achat', 'achat surprise enfants', 'achat cadeau noël', 'anniversaire cadeau fête']","['c ’ était pour un cadeau', 'c ’ était un cadeau de fête des pères .', 'pas c est un cadeau de fête des pères .']"
196,11,196_grade_ipad_10 reconditionnement_achat grade,"['grade', 'ipad', '10 reconditionnement', 'achat grade', '11 catégorie 600', '11 grade', '11 grade mari', '2014 bien meilleur', '2014 bien', '560 euros', '225 euros acheté', '299 99 commandé', '299 99', 'achat vente commandé', 'acheté biais']","["". commande d'un macbook air 11 reconditionné catégorie a à 600 euros ."", 'j ’ ai acheté un iphone 10 reconditionnement de grade a+ 560 euros ...', 'meme mon ipad perso de 2014 est en bien meilleur état que celui reçu !']"
197,11,197_abîmé_abîmé cartons colis_abîmé déçue_abîmé déçue plateau,"['abîmé', 'abîmé cartons colis', 'abîmé déçue', 'abîmé déçue plateau', 'abîmé faute', 'abîmé livraison plus', 'abîmé faute livreur', 'articles état médiocre', 'abîmé plusieurs endroits', 'articles état', 'arrivé ouvert côté', 'cartons colis', 'cadran dommage', 'cabossé emballage', 'cabossé emballage légèrement']","['emballage légèrement abîmé mais faute au livreur .', 'produit abîmé à plusieurs endroits , rayures et cabossé .', 'carton trop petit pour le format des articles , état médiocre .']"
198,11,198_taille peu_marque taille peu_petit taille peu_peu petit taille,"['taille peu', 'marque taille peu', 'petit taille peu', 'peu petit taille', 'taille peu petit', 'petit taille', 'taille peu grand', 'marque taille', 'taille', 'peu petit', 'peu grand', 'peu', 'grand', 'petit', 'jolie conforme']","['taille m un peu grand .', 'juste que cette marque taille un peu petit .', 'une marque qui taille un peu grand .']"
199,11,199_satisfaite achat_achat satisfaite_achat satisfaite achat_satisfaite achat satisfaite,"['satisfaite achat', 'achat satisfaite', 'achat satisfaite achat', 'satisfaite achat satisfaite', 'achat ravie achat', 'achat ravie', 'ravie achat', 'ravie achat satisfaite', 'achat', 'satisfaite achat ravie', 'satisfaite', 'ravie', 'achat satisfaite cadeau', 'satisfaite cadeau', 'satisfaite cadeau satisfaite']","['satisfaite de mon achat .', 'satisfaite de mon achat .', 'satisfaite de mon achat .']"
200,11,200_déroulé_tout déroulé_redire tout_rien redire tout,"['déroulé', 'tout déroulé', 'redire tout', 'rien redire tout', 'bien déroulé', 'déroulé rien', 'bien déroulé rien', 'bien passé rien', 'passé rien', 'très bien déroulé', 'tout très bien', 'tout bien', 'tout très', 'bien passé', 'rien redire']","[""rien à redire , tout s'est très bien passé ,"", ""rien à redire , tout s'est déroulé sans encombres"", ""rien à redire tout s'est bien déroulé""]"
201,11,201_aimé aime_bien aimé aime_bien aimé_aimé,"['aimé aime', 'bien aimé aime', 'bien aimé', 'aimé', 'aime', 'aimé bien', 'aimé bien aimé', 'aime trop ras', 'aimé aime bien', 'beaucoup stupéfait', 'aime bien trés', 'aimé aime trop', 'ras trop', 'peur super bien', 'cette marque bien']","['super j ’ ai bien aimé', 'j ’ ai bien aimé les sac', 'j ’ ai bien aimé']"
202,11,202_trop petit taille_taille_petit_petit taille,"['trop petit taille', 'taille', 'petit', 'petit taille', 'trop petit', 'trop', '41 produits bien', 'ans trop grande', '40 seul', '40 seul hic', '41 produits', 'commander taille dessus', 'deux articles taille', 'grande pants', 'grand taille peu']","[', le seul hic mes pieds semblent trop petits pour la pointure du 41 .', 'produits bien trop petit taille pas du tout standard', 'taille juste a ma taille non trop petit ni trop grand']"
203,11,203_qualité_produits qualité_articles chers_articles grande qualité,"['qualité', 'produits qualité', 'articles chers', 'articles grande qualité', 'articles comandés bonne', 'articles qualité égales', 'comandés', 'comandés bonne qualité', 'chers qualité non', 'articles chers qualité', 'articles comandés', 'certains articles grande', 'qualités tous', 'qualité égales malheureusement', 'qualité égales']","['les articles comandés ne sont pas de bonne qualité', 'les articles ne sont pas chers mais pas de qualité non plus', 'tous les articles ne sont pas de qualité égales malheureusement .']"
204,11,204_transparent_trop petit_peu_facile jolies,"['transparent', 'trop petit', 'peu', 'facile jolies', 'décevant tissu peu', 'facile jolies couleurs', 'belle facture', 'cou legging peu', 'couleurs qualité', 'cou legging', 'bien tout trop', 'couleurs qualité paraît', 'délai vraiment toute', 'coupé étriqué taille', 'décevant tissu']","['tissu un peu transparent prix du transport élevé', 'jolies couleurs et qualité qui paraît bien mais tout est trop petit malheureusement', 'taille un peu grand et tissus très léger et transparent , un peu décevant .']"
205,11,205_plus mails_mails_plus mails mails_répond plus mails,"['plus mails', 'mails', 'plus mails mails', 'répond plus mails', 'sans réponse depuis', 'mails mails', 'mails restés', 'mails restés sans', 'envoyés', 'réponse depuis', 'sans réponse', 'répond plus', 'restés sans', 'restés', 'mails envoyés']","['qui depuis ne répond plus à mes mails .', 'mes mails sont restés sans réponse .', 'on ne répond plus à mes mails .']"
206,11,206_autres sites_autres_autres sites plus_plus fiables,"['autres sites', 'autres', 'autres sites plus', 'plus fiables', 'sites', 'sites plus', 'fiables', 'autres sites politiques', 'autres applis', 'attractives autres sites', 'autres applis plus', 'applis plus respectueuses', 'bien meilleurs bref', 'commerciales plus correctes', 'correctes surtout jamais']","[""je ne vous dirais qu'une chose : retourner en boutiques , magasins.et respecter le travail des vendeuses ."", ""heureusement qu'il existe d'autres sites avec des politiques commerciales plus correctes ."", ""tournez-vous plutôt vers d'autres sites plus fiables .""]"
207,11,207_fois avant_prochaine fois commanderai_fois commanderai_prochaine fois,"['fois avant', 'prochaine fois commanderai', 'fois commanderai', 'prochaine fois', 'ailleurs maintenant promis', 'amazon réflechirais fois', '2x avant repasser', 'amazon réflechirais', '2x avant', 'repasser commande prochaine', 'réfléchirai avant commander', 'désormais réfléchirai', 'commander quoi chez', 'avant commander quoi', 'cas irai']","['la prochaine fois , je commanderai sur amazon !', 'la prochaine fois , je commanderai sur ventes privées.com', 'réfléchissez à cent fois avant de cliquer chez eux .']"
208,11,208_manque_professionnalisme_professionnalisme manque_quel manque,"['manque', 'professionnalisme', 'professionnalisme manque', 'quel manque', 'manque professionnalisme', 'manque sérieux', 'incompréhensible incompétent', 'inadmissible inacceptable mépris', 'absolu client', 'absolu client manque', 'attitude manque professionnalisme', 'client manque cruel', 'incompréhensible incompétent trouve', 'incompétent inutile manque', 'incompétent trouve manque']","['je trouve un manque de sérieux total .', 'cette attitude manque de professionnalisme ;', 'quel manque de professionnalisme !']"
209,11,209_satisfaite achats_satisfaite achats satisfaite_achats satisfaite achats_achats satisfaite,"['satisfaite achats', 'satisfaite achats satisfaite', 'achats satisfaite achats', 'achats satisfaite', 'achats', 'satisfaite', 'très satisfaite achats', 'achats ravis achats', 'achats ravis', 'achats tres', 'achats tres satisfaite', 'achats ravi achats', 'achats ravi', 'ravis achats très', 'satisfaite achats tres']","['satisfaite de mes achats', 'satisfaite de mes achats', 'satisfaite de mes achats']"
210,11,210_mauvaises qualités_qualités_mauvaises_très mauvaises qualités,"['mauvaises qualités', 'qualités', 'mauvaises', 'très mauvaises qualités', 'très mauvaises', 'dessous mauvaises', 'dessous mauvaises qualités', 'mauvaises qualités très', 'qualités très', 'très bonnes', 'dentelles dessous mauvaises', 'bonne tailles', 'bonne tailles très', 'bonnes qualités belles', 'boîtes métalliques']","['les robes sont de très mauvaises qualités !', 'vêtements de très mauvaises qualités ...', 'les chaussures sont de très mauvaises qualités']"
211,11,211_très colère_colère_colère très colère_colère très,"['très colère', 'colère', 'colère très colère', 'colère très', 'très colère très', 'arnaque vraiment déçue', 'vraiment très colère', 'être excédée très', 'colère cest', 'colere commence être', 'colere commence', 'colère tombée', 'colère déçue arnaque', 'colère déçue', 'colère contre site']","['je suis très en colère .....', 'je suis très en colère .', 'je suis très en colère ...']"
212,11,212_aimable tout fonctionne_après aimable tout_aimé livraison_après aimable,"['aimable tout fonctionne', 'après aimable tout', 'aimé livraison', 'après aimable', 'aimé livraison vraiment', 'biens aimé livraison', 'car sérieux tout', 'biens aimé', 'professionnel tout ça', 'plus tout niveau', 'sav serieux tout', 'sav serieux', 'niveau client tout', 'fonctionne tout éviter', 'livraison vraiment terrible']","['je pas biens aimé la livraison', 'a éviter car pas sérieux du tout', 'pas très professionnel tout ça']"
213,10,213_avril 2021_avril_15 janvier expédié_2021 19 avril,"['avril 2021', 'avril', '15 janvier expédié', '2021 19 avril', '2019 février', '18 novembre rien', '2021 19', '2020 30', '2020 30 avril', '2019 février 2018', 'expédié juin', 'expédié juin depuis', 'expédié depuis 15', 'depuis 19 mai', 'avril 2019 février']","['le 19 avril 2021 ;', 'disant expédié depuis le 15 janvier', 'le vendredi 23 avril 2021']"
214,10,214_aussi remboursement solution_bonjour retour gratuit_bon confirme_bonjour retour,"['aussi remboursement solution', 'bonjour retour gratuit', 'bon confirme', 'bonjour retour', 'bon confirme photo', 'confirme photo', 'confirme photo retour', 'charge troisième retour', 'charge troisième', 'fois bon confirme', 'faite suivant retour', 'faite suivant', 'conforme remboursement réclamé', 'retour charge troisième', 'retour gratuit retourne']","['je retourne au motif non conforme .', 'remboursement réclamé xx fois .', 'troisième retour , toujours non fonctionnelle .']"
215,10,215_taille_42 bonne_aucun article bonne_coloris reçu mauvaise,"['taille', '42 bonne', 'aucun article bonne', 'coloris reçu mauvaise', 'coloris reçu', 'choisir taille reçu', 'bonne taille limite', 'bonne pointure mauvais', 'bonne couleur aucun', '42 bonne taille', 'finir reçois tapis', 'modèle top', 'non correspondante bonne', 'non correspondante', 'pointure mauvais coloris']","[', reçu 2 ok et 1 taille 42 .', 'produit avec taille non correspondante', 'et pour finir je reçois tapis pas de la bonne couleur .']"
216,10,216_produits qualité rapide_qualité rapide produits_qualité rapidité_qualité rapide,"['produits qualité rapide', 'qualité rapide produits', 'qualité rapidité', 'qualité rapide', 'rapide produits', 'qualité', 'produits qualité', 'clients réactif produit', 'bon suivi bons', 'bon service produit', 'bons produits choix', 'clientèle qualité', 'choix relation clientèle', 'choix relation', 'efficacité tre bon']","['services clients réactif produit de bonne qualité .', 'une diversité de choix et une relation clientèle de qualité .', 'tre bon service produit conforme et bonne qualité']"
217,10,217_moquent_clients moquent_foutent_leurs clients,"['moquent', 'clients moquent', 'foutent', 'leurs clients', 'an 40 veulent', 'ceux là moquent', '40 veulent rien', 'an 40', '40 veulent', 'vraiment moquez clients', 'visiblement moquent', 'savoir font sourds', 'ceux là', 'clients moquent client', 'comme an 40']","['ils se moquent des clients ...', 'ils se moquent de moi ceux là ! !', ""ils se moquent de leurs clients comme de l'an 40.""]"
218,10,218_prendre gens idiots_gens idiots_leurs clients_prendre gens,"['prendre gens idiots', 'gens idiots', 'leurs clients', 'prendre gens', 'idiots', 'leurs erreurs', 'leurs', 'prennent', 'clients prennent vraiment', 'clients prennent', 'clients arrêtez', 'exprès moquer', 'exprès moquer client', 'figure leurs clients', 'embêtés leurs erreurs']","['comment prendre les gens pour des idiots !', '! arrêtez de prendre les gens pour des idiots .', 'ils se rendent compte que les autres sont très embêtés par leurs erreurs ?']"
219,10,219_attendais suite_attendais suite espère_attends nouvelles hâte_commentaire utile,"['attendais suite', 'attendais suite espère', 'attends nouvelles hâte', 'commentaire utile', 'autres pleinement ravie', 'autres pleinement', 'utiliser mords doigts', 'utiliser mords', 'suite espère remarques', 'bcp plus dire', 'dire attends nouvelles', 'constructives services', 'constructives', 'commentaire utile fait', 'doigts attendais']","['quant aux autres vêtements j ’ en suis pleinement ravie .', 'enfin j ’ espère que mon commentaire vous sera utile .', 'j ’ espère que mes remarques seront constructives pour vos services .']"
220,10,220_étoile_étoile si_si pu mettre_pu mettre,"['étoile', 'étoile si', 'si pu mettre', 'pu mettre', 'si pu', 'pu mettre étoiles', 'bonjour si pu', 'si pouvais', 'étoile si pouvais', 'bonjour si', 'mettre', 'mettre étoiles', 'pouvais', 'aucune étoile', 'mettrais']","['si j ’ avais pu mettre 0 étoile ...', 'bonjour , si j ’ avais pu ne pas mettre d ’ étoiles', 'bonjour , si j ’ avais pu ne pas mettre d ’ étoiles']"
221,10,221_toujours réponse_réponse_réponse mail_réponse mails,"['toujours réponse', 'réponse', 'réponse mail', 'réponse mails', 'aucune réponse aucune', '25 mars toujours', 'réponse jour aucune', 'réponse silence', 'silence radio plus', 'réponse silence radio', 'envoyé plus réponse', 'envoyé plus', 'mails réponse mails', 'mail envoyé plus', 'radio plus']","['toujours pas de réponse .', '25 mars toujours pas de réponse .', 'silence radio , plus de réponses aux mails .']"
222,10,222_surtaxé_numéro_attribué_injoignable,"['surtaxé', 'numéro', 'attribué', 'injoignable', 'apparemment surtaxé commençant', 'apparemment surtaxé', '13 minutes', 'attribué peut', 'attribué numéro apparemment', 'attribué peut plus', 'attribué numéro', 'commençant', 'attente 13 minutes', 'attente 13', '13 minutes réclamations']","[""exemple : contact par la société de livraison par téléphone manqué , je rappelle le numéro qui n'est pas attribué ."", '-forme située au bout du monde et joignable que par un numéro surtaxé .', ""j'essaie de les contacter par le numéro reprit dans les contacts qui raccroche de suite donc injoignable .""]"
223,10,223_site moque_site moque clients_totalement clients_clients,"['site moque', 'site moque clients', 'totalement clients', 'clients', 'moque clients', 'moque', 'fiche', 'bol site', 'bon moyen prendre', 'bol site où', 'argent otage site', 'abusé prix', 'clients trouvé bon', 'clients ras', 'clients ras bol']","['une honte , ce site se moque totalement de ses clients .', 'très déçue de ce site qui se moque des clients', 'ne commandez surtout pas sur ce site qui se moque de ses clients !']"
224,10,224_site escrocs_escrocs_malhonnêteté_fuyez site escrocs,"['site escrocs', 'escrocs', 'malhonnêteté', 'fuyez site escrocs', 'incompétence', 'fuyez site', 'doublé incompétence', 'doublé incompétence fermez', 'caricaturées', 'bande escrocs extrême', 'caricaturées manque respect', 'caricaturées manque', 'site escrocs malhonnêteté', 'site escrocs fuir', 'site escrocs site']","[""fermez ce site d'escrocs !"", "", fuyez ce site d'escrocs ."", ""fuyez ce site d'escrocs doublé d'incompétence""]"
225,10,225_entre 11_11_11 18 09_arcticles devaient etre,"['entre 11', '11', '11 18 09', 'arcticles devaient etre', 'arcticles devaient', 'etre livrés', 'devaient etre', 'devaient etre livrés', 'etre livrés entre', 'arcticles', 'livrés entre 11', 'livrés entre', 'entre 11 18', '11 11', '11 18']","['ils mentionnent livré entre le 4.11 et le 11.11 ... toujours rien .', 'ces arcticles devaient etre livrés entre le 11 et le 18/09.le', 'ces arcticles devaient etre livrés entre le 11 et le 18/09.le']"
226,10,226_rapide_produit qualité_rapide produit qualité_qualité livraison,"['rapide', 'produit qualité', 'rapide produit qualité', 'qualité livraison', 'rapide produit', 'livraison rapide', 'qualité livraison rapide', 'qualité', 'livraison rapide produit', 'arrivée rapide bonne', 'bonne qualité robes', 'bonne qualité cher', 'arrivée rapide', 'efficace qualité', 'efficace qualité livraison']","['robes de qualité , livraison rapide', 'livraison rapide produit de qualité conforme', 'livraison rapide et produit de qualité']"
227,10,227_art bien_art bien faire_avant rien_bien service comme,"['art bien', 'art bien faire', 'avant rien', 'bien service comme', 'avant rien tout', 'bien faire choses', 'heureusement offrir art', 'heureusement offrir', 'comme avant rien', 'choses ça tout', 'choses ça', 'faire choses', 'faire choses ça', 'crois tout tout', 'tout bien service']","['le service n ’ est pas comme avant .', 'ça n ’ est pas du tout intéressant .', 'l ’ art de bien faire les choses .']"
228,10,228_livraison gros_gros problème_colis probleme_colis probleme livraison,"['livraison gros', 'gros problème', 'colis probleme', 'colis probleme livraison', 'commerciale aucun', 'commerciale aucun problème', 'colis deux retards', 'gestion logistique commerciale', 'difficultés réception', 'difficultés réception colis', 'deux retards livraison', 'logistique commerciale aucun', 'livraison point relay', 'livraison gros souci', 'livraison problèmes']","['aucun problème avec la commande , ni la livraison .', 'gros problème avec le service de livraison .', 'gros problème de gestion logistique et commerciale .']"
229,10,229_peu_temps livraison peu_peu petit_taille peu,"['peu', 'temps livraison peu', 'peu petit', 'taille peu', 'livraison peu', 'longue prix', 'longue situation', 'peu long taille', 'peu grand veste', 'grand veste peu', 'long taille', 'long taille peut', 'grand veste', 'pris peu temps', 'veste peu']","['la livraison est un peu longue', 'le temps de livraison un peu long', 'il taille peut-être un peu petit']"
230,10,230_très mauvais service_service client très_client très_mauvais service,"['très mauvais service', 'service client très', 'client très', 'mauvais service', 'client top très', 'client très mauvais', 'mauvais service client', 'très mauvais', 'très bon service', 'client service client', 'top très', 'bon service', 'service client service', 'client service', 'service client top']","['très mauvais service clientèle', 'très mauvais service client', 'très mauvais service client']"
231,10,231_rend_seule_aimé être prévenu_attention langage,"['rend', 'seule', 'aimé être prévenu', 'attention langage', 'avoir très déçu', 'avis rend compte', 'bien fait faire', 'bien attention langage', 'courant trouve', 'courant trouve correct', 'donc toute fois', 'déçu site encore', 'encore mot', 'encore mot plus', 'belle donc toute']","['en lisant les avis je me rend compte que je ne suis apparemment pas la seule dans ce cas .', ""et bien je vois que je suis pas la seule avoir été très déçu de ce site et encore c'est pas le mot"", ""la qualité est belle donc toute fois , je n'en ferai pas tout un plat ! !""]"
232,10,232_fille_accès satisfait_adoré moins celle_adoré moins,"['fille', 'accès satisfait', 'adoré moins celle', 'adoré moins', '1er commande effectuée', 'bien petite fille', 'ci arrivée contente', 'bien petite', 'arrivée contente 1er', 'donné envie maman', 'contente modèle', 'contente modèle ça', 'donné envie', 'contente commander site', 'commander va bien']","['ma fille est très contente du modèle .', 'ça a donné envie à ma maman de commander .', '1er commande effectuée sur votre site et je suis accès satisfait .']"
233,10,233_grand importe quoi_grand importe_importe quoi_importe,"['grand importe quoi', 'grand importe', 'importe quoi', 'importe', 'site grand importe', 'importe quoi site', 'site grand', 'quoi', 'quoi site', 'grand', 'quoi vrai cauchemar', 'cauchemar mai cette', 'année horreur', 'bout grand importe', 'année horreur là']","[""c'est du grand n'importe quoi"", ""un grand n'importe quoi !"", ""c'est du grand n'importe quoi ce site !""]"
234,10,234_amazon plus impossible_aussi piètre_atteindre niveau service_aussi piètre qualité,"['amazon plus impossible', 'aussi piètre', 'atteindre niveau service', 'aussi piètre qualité', 'belge', 'atteindre niveau', 'article tout concurrentiel', 'figure client', 'fiche peu figure', 'car belge', 'car belge intermédiaire', 'client loin atteindre', 'client loin', 'belgique car belge', 'belgique car']","[""de plus impossible de m'inscrire sur la garantie proposé par la marque !"", ""nous sommes loin d'atteindre le niveau de service proposé par amazon ."", ""pour info moi j'utilise le site de la belgique car je suis belge .""]"
235,10,235_correspond commande_correspond_ni modèle_produit reçu,"['correspond commande', 'correspond', 'ni modèle', 'produit reçu', 'reçu correspond', 'correspondait', 'commande article', 'produit commandé', 'commande ni modèle', 'commande comprends colis', 'commande article correspondait', 'colis livré correspond', 'article correspondait taille', 'car taille convient', 'commandé produit correspondait']","['de plus , le produit reçu ne correspondait pas au produit commandé .', 'le produit ne correspond pas à ma commande ni le modèle ni la pointure ! !', 'le produit reçu ne correspond pas à celui commandé ni par taille ni par modèle .']"
236,10,236_taille bien_taille_agréable porté_bien bien coupé,"['taille bien', 'taille', 'agréable porté', 'bien bien coupé', 'article taille bien', 'belle matière taille', 'belle matière', 'confortable article bonne', 'bonne marque beau', 'coupé taille normale', 'couleur forme tres', 'chaud parfaite', 'chaud parfaite tout', 'confortable article', 'commande bien taillé']","['commande bien taillé agréable a porté', 'article bonne taille , bien chaud', 'pantalon sympa .. couleur forme tres joil .']"
237,10,237_commande reçue_rapidement_très rapidement commande_très rapidement,"['commande reçue', 'rapidement', 'très rapidement commande', 'très rapidement', 'commande reçue rapidement', 'reçue très rapidement', 'reçue rapidement', 'rapidement commande', 'commande reçue très', 'merci commande', 'reçue très', 'reçue', 'avantageux excellent', 'arrivée rapidement lés', 'arrivée vite']","['commande reçue rapidement excellent service', 'commande reçue très rapidement', 'commande reçue très rapidement']"
238,10,238_taille grand_bien taille trop_bien semble fragile_cher ça,"['taille grand', 'bien taille trop', 'bien semble fragile', 'cher ça', 'cher ça rouille', 'casse running arrivées', 'casse running', 'car souple donc', 'arrivées mauvaise pointure', 'fragile taille', 'emballages plastiques', 'emballages plastiques mieux', 'donc tenue', 'donc tenue grand', 'running arrivées']","['car il est souple donc pas de tenue .', 'c est cher et ça rouille et casse .', 'réduire les emballages plastiques serait mieux .']"
239,10,239_petites bouloches_bouloches_niveau_attache après utilisation,"['petites bouloches', 'bouloches', 'niveau', 'attache après utilisation', 'bel article belle', 'animaux haut pyjama', 'animaux haut', 'bouloches dues matière', 'bouloches plus', 'bouloches plus simili', 'bouloches dues', 'botte gauche enlevé', 'botte gauche', 'attache après', 'après utilisation tissus']","['prendre une pointure de plus , le pied est serré au niveau de la patte en cuir .', 'de plus , le simili cuir sur la botte gauche est enlevé à certains endroits , donc déçue .', ""pieds de chaise impossible à monter , vis n'entrant pas complètement car trou trop petit .""]"
240,10,240_commande conforme attendais_conforme commandé_commande conforme_conforme attendais,"['commande conforme attendais', 'conforme commandé', 'commande conforme', 'conforme attendais', 'attendais', 'conforme', 'avant date', 'attendais sinon très', 'attendais arriver', 'conforme attendais sinon', 'commandé respect délais', 'commande conforme espérances', 'attendais soucis', 'cette commande donne', 'article conforme commandé']","[""le retard de livraison , la commande est conforme à ce que j'attendais"", ""sinon très bien pour l'expédition et arrivé avant la date prévue"", ""arriver avant la date prévue , emballage ok , produit conforme à l'annonce .""]"
241,10,241_sincèrement_remercie patience_remercie_bien sincèrement,"['sincèrement', 'remercie patience', 'remercie', 'bien sincèrement', 'amenée présenter créditerions', 'si cette éventualité', 'com bon achat', 'com bon', 'privee com bon', 'éventualité', 'éventualité amenée', 'amenée présenter', 'compte vente privee', 'achat dédommagement remercie', 'cette éventualité amenée']","['si cette éventualité était amenée à se présenter nous créditerions également votre compte vente-privee.com d ’ un bon d ’ achat de dédommagement.je vous remercie de votre patience et de votre compréhension .', ""et vous souhaitez finalement vous rétracter.je transmets dès à présent votre demande à notre marque partenaire magicstay qui procédera à l ’ annulation de votre code * * * * après avoir vérifié que celui-ci n ’ a pas été utilisé.rassurez-vous , nous reviendrons vers vous sous 15 jours maximum.je vous remercie pour votre patience et reste bien sûr disponible en cas de besoin.bien sincèrement , yannisservice des relations membresj'ai envoye le bon de rétraction par courrier suivi"", ""mais tous les 7 jours j'ai un nouvel engagement de anaïs , relation client.je vous fais les copier / coller : je vous prie de m ’ excuser pour le délai de traitement de votre demande.j ’ ai bien pris en compte votre souhait de faire le retour du mitigeur reçu suite à l ’ absence du second de votre commande ideal standard.afin de régulariser votre demande , je me suis rapprochée de notre service logistique afin qu ’ ils procèdent à la remontée informatique.dès qu ’ ils me confirmeront cette action , je serai en mesure de vous faire parvenir les documents de retour.je m ’ engage à revenir vers vous dans un délai maximal de 7 jours afin de vous tenir informé de la situation .""]"
